"Dataset:","LGBTI","","","","","",""
"Theme:","Socio-demographics","","","","","",""
"","","","","","","",""
"[1]: = not available due to small sample size","","","","","","",""
"[2]: = missing value","","","","","","",""
"Source of Data:","Placeholder","","","","","",""
"Last update:","4/1/2020","","","","","",""
"Hyperlink to the variable:","fra-demo-app4.eurodyn.com/en/data-and-maps/2020/lgbti-survey-data-explorer?plot=heatMap&topic=7. Socio-demographics&superSubset=0--All&subset=AllSubset&subsetValue=0. All","","","","","",""
"General Disclaimer of the FRA website:","http://fra.europa.eu/en/terms-and-conditions","","","","","",""
"Subset Value:","All","","","","","",""
"","","","","","","",""
"CountryCode","target_group","subset","question_code","question_label","answer","percentage","notes"
"Austria","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","Yes","82",""
"Austria","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","No","18",""
"Belgium","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","Yes","80",""
"Belgium","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","No","20",""
"Bulgaria","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","Yes","97",""
"Bulgaria","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","No","3",""
"Cyprus","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","Yes","85",""
"Cyprus","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","No","15",""
"Czechia","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","Yes","91",""
"Czechia","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","No","9",""
"Germany","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","Yes","91",""
"Germany","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","No","9",""
"Denmark","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","Yes","90",""
"Denmark","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","No","10",""
"Estonia","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","Yes","93",""
"Estonia","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","No","7",""
"Greece","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","Yes","98",""
"Greece","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","No","2",""
"Spain","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","Yes","93",""
"Spain","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","No","7",""
"Finland","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","Yes","97",""
"Finland","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","No","3",""
"France","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","Yes","94",""
"France","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","No","6",""
"Croatia","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","Yes","98",""
"Croatia","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","No","2",""
"Hungary","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","Yes","97",""
"Hungary","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","No","3",""
"Ireland","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","Yes","88",""
"Ireland","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","No","12",""
"Italy","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","Yes","97",""
"Italy","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","No","3",""
"Lithuania","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","Yes","99",""
"Lithuania","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","No","1",""
"Luxembourg","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","Yes","74",""
"Luxembourg","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","No","26",""
"Latvia","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","Yes","96",""
"Latvia","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","No","4",""
"Malta","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","Yes","87",""
"Malta","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","No","13",""
"Netherlands","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","Yes","89",""
"Netherlands","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","No","11",""
"Poland","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","Yes","98",""
"Poland","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","No","2",""
"Portugal","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","Yes","95",""
"Portugal","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","No","5",""
"Romania","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","Yes","98",""
"Romania","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","No","2",""
"Sweden","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","Yes","90",""
"Sweden","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","No","10",""
"Slovenia","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","Yes","94",""
"Slovenia","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","No","6",""
"Slovakia","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","Yes","98",""
"Slovakia","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","No","2",""
"United Kingdom","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","Yes","87",""
"United Kingdom","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","No","13",""
"EU-28","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","Yes","93",""
"EU-28","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","No","7",""
"North Macedonia","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","Yes","98",""
"North Macedonia","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","No","2",""
"Serbia","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","Yes","99",""
"Serbia","All","All","DEXa11","Do you have citizenship of the country where the online survey was completed?","No","1",""
"Austria","All","All","DEXh10","Including yourseld, how many people live in your household?","1 person","35",""
"Austria","All","All","DEXh10","Including yourseld, how many people live in your household?","Two people","35",""
"Austria","All","All","DEXh10","Including yourseld, how many people live in your household?","Three people","12",""
"Austria","All","All","DEXh10","Including yourseld, how many people live in your household?","Four people","11",""
"Austria","All","All","DEXh10","Including yourseld, how many people live in your household?","Five or more people","7",""
"Belgium","All","All","DEXh10","Including yourseld, how many people live in your household?","1 person","28",""
"Belgium","All","All","DEXh10","Including yourseld, how many people live in your household?","Two people","34",""
"Belgium","All","All","DEXh10","Including yourseld, how many people live in your household?","Three people","14",""
"Belgium","All","All","DEXh10","Including yourseld, how many people live in your household?","Four people","14",""
